order_id,customer_id,order_date,order_value
2194,336,2023-01-26,68.32
2195,1839,2023-09-19,47.96
2196,1148,2023-05-24,42.47
2197,2447,2023-03-01,51.87
2198,2841,2023-12-22,63.6
2199,1828,2023-09-25,54.23
2200,715,2023-03-16,57.24
2201,51,2023-01-03,40.59
2202,324,2023-03-04,38.85
2203,789,2023-08-24,50.13
2204,141,2023-08-17,38.95
2205,470,2023-10-02,56.59
2206,787,2023-01-18,58.48
2207,1826,2023-03-21,206.35
2208,1358,2023-08-03,65.58
2209,1917,2023-06-20,38.17
2210,964,2023-11-25,53.8
2211,373,2023-09-12,48.15
2212,2542,2023-05-06,57.26
2213,1693,2023-09-12,32.62
2214,2799,2023-03-13,48.35
2215,1180,2023-02-07,203.9
2216,2339,2023-11-20,2025.71
2217,1672,2023-07-23,64.47
2218,106,2023-06-21,58.87
2219,1444,2023-08-11,63.26
2220,2718,2023-08-05,58.69
2221,1682,2023-09-02,36.3
2222,2,2023-12-02,40.78
2223,2637,2023-07-10,59.01
2224,2692,2023-10-25,53.34
2225,2138,2023-11-16,51.71
2226,350,2023-07-01,49.76
2227,1287,2023-11-30,55.25
2228,1063,2023-07-24,42.69
2229,2957,2023-12-27,53.0
2230,2207,2023-07-18,52.66
2231,2360,2023-11-28,68.58
2232,445,2023-06-14,65.84
2233,2346,2023-08-30,41.6
2234,952,2023-05-10,47.3
2235,36,2023-08-15,51.07
2236,1108,2023-05-02,67.78
2237,1476,2023-02-13,42.96
2238,1799,2023-07-15,179.59
2239,1846,2023-12-24,50.49
2240,1409,2023-07-23,50.67
2241,1196,2023-11-14,59.95
2242,1400,2023-09-14,44.38
2243,1709,2023-01-17,50.89
2244,1386,2023-09-29,65.38
2245,2607,2023-01-09,1214.59
2246,2939,2023-09-06,47.12
2247,2189,2023-07-20,55.1
2248,2935,2023-02-28,58.79
2249,1301,2023-05-20,44.9
2250,2774,2023-04-29,759.46
2251,1244,2023-02-10,40.63
2252,521,2023-11-18,29.2
2253,1807,2023-11-27,47.43
2254,10,2023-09-24,189.59
2255,984,2023-01-08,43.32
2256,2426,2023-07-02,206.06
2257,1657,2023-05-14,71.63
2258,1661,2023-06-30,57.99
2259,2730,2023-12-21,62.15
2260,2632,2023-03-13,42.98
2261,2200,2023-04-23,39.7
2262,720,2023-04-17,58.25
2263,1073,2023-10-17,60.24
2264,859,2023-11-09,68.21
2265,1317,2023-04-27,40.23
2266,1604,2023-04-30,41.02
2267,50,2023-05-27,64.93
2268,2712,2023-11-23,36.18
2269,2579,2023-07-29,72.11
2270,2905,2023-10-23,54.31
2271,146,2023-04-13,55.63
2272,915,2023-05-04,160.21
2273,1463,2023-09-02,47.68
2274,2290,2023-12-22,36.79
2275,581,2023-07-28,60.53
2276,2735,2023-11-10,54.01
2277,1585,2023-04-19,51.39
2278,483,2023-12-14,42.33
2279,1250,2023-02-19,55.18
2280,673,2023-04-15,54.93
2281,631,2023-01-27,50.63
2282,2709,2023-10-15,177.25
2283,662,2023-09-14,47.22
2284,2853,2023-09-30,50.42
2285,2467,2023-05-17,48.39
2286,988,2023-12-06,55.3
2287,1547,2023-10-28,65.01
2288,650,2023-11-18,36.31
2289,969,2023-02-01,38.24
2290,2638,2023-02-14,49.37
2291,1101,2023-09-22,45.23
2292,2557,2023-01-30,50.99
2293,441,2023-03-25,44.0
2294,921,2023-06-15,66.76
2295,770,2023-11-12,50.07
2296,1344,2023-01-01,40.96
2297,1827,2023-09-06,74.22
2298,263,2023-09-18,215.75
2299,1578,2023-03-04,46.26
2300,2685,2023-06-13,54.94
2301,2507,2023-11-17,40.77
2302,999,2023-11-30,49.48
2303,700,2023-07-20,60.05
2304,2350,2023-08-10,44.76
2305,1604,2023-06-01,60.87
2306,1242,2023-05-12,52.9
2307,1126,2023-04-24,62.91
2308,2602,2023-08-05,54.52
2309,2336,2023-07-15,31.05
2310,1191,2023-10-08,1006.08
2311,2669,2023-07-21,62.41
2312,1006,2023-05-15,134.07
2313,36,2023-08-22,40.67
2314,744,2023-05-21,1693.56
2315,1765,2023-07-15,59.71
2316,353,2023-02-12,38.09
2317,1923,2023-02-26,61.3
2318,73,2023-05-22,1373.61
2319,2696,2023-07-29,212.77
2320,1377,2023-03-13,56.69
2321,1915,2023-08-12,66.95
2322,1094,2023-01-27,59.84
2323,2473,2023-05-08,44.19
2324,708,2023-04-16,54.83
2325,1805,2023-06-14,60.31
2326,2609,2023-08-03,46.65
2327,2876,2023-03-12,56.14
2328,956,2023-07-23,47.06
2329,2565,2023-06-02,47.04
2330,2476,2023-03-08,51.92
2331,160,2023-03-31,58.21
2332,2197,2023-09-17,61.9
2333,2824,2023-12-28,66.84
2334,1736,2023-08-16,50.21
2335,1586,2023-03-20,56.06
2336,67,2023-04-06,56.5
2337,2429,2023-12-15,174.15
2338,58,2023-11-26,44.17
2339,342,2023-09-03,55.96
2340,1154,2023-09-29,47.97
2341,2775,2023-06-06,39.95
2342,1196,2023-04-26,47.96
2343,2818,2023-01-18,69.33
2344,2662,2023-06-21,50.17
2345,1233,2023-01-16,62.26
2346,2402,2023-08-28,204.66
2347,1495,2023-02-25,36.16
2348,1822,2023-03-20,37.71
2349,116,2023-04-13,33.2
2350,662,2023-10-11,266.63
2351,1466,2023-07-12,45.03
2352,2501,2023-01-05,36.26
2353,1869,2023-04-16,62.29
2354,2335,2023-10-05,61.28
2355,1017,2023-04-10,23.28
2356,311,2023-08-26,229.24
2357,208,2023-09-26,164.42
2358,2666,2023-11-17,51.41
2359,2494,2023-03-27,132.08
2360,2718,2023-11-16,172.04
2361,633,2023-02-01,58.17
2362,2103,2023-12-02,36.49
2363,2960,2023-02-20,979.25
2364,657,2023-03-20,50.5
2365,1424,2023-07-05,56.29
2366,1932,2023-06-23,60.62
2367,2563,2023-04-16,44.2
2368,1680,2023-03-04,43.14
2369,237,2023-03-17,67.23
2370,348,2023-11-12,46.93
2371,2675,2023-11-17,43.33
2372,630,2023-03-22,61.6
2373,1541,2023-12-27,58.98
2374,2004,2023-05-08,33.04
2375,1272,2023-07-02,59.96
2376,364,2023-08-31,47.95
2377,2369,2023-07-04,59.85
2378,286,2023-08-08,60.31
2379,149,2023-03-12,42.26
2380,1108,2023-12-08,44.8
2381,2454,2023-06-03,59.47
2382,456,2023-09-02,1715.64
2383,1767,2023-05-20,60.24
2384,800,2023-03-12,50.55
2385,1185,2023-02-15,50.28
2386,1013,2023-02-16,35.13
2387,2832,2023-03-20,40.12
2388,2508,2023-05-29,53.86
2389,1524,2023-05-10,66.86
2390,2786,2023-05-07,56.23
2391,2557,2023-12-31,45.68
2392,481,2023-04-29,58.89
2393,1687,2023-12-23,34.03
2394,2162,2023-09-19,50.82
2395,2797,2023-09-01,214.31
2396,1602,2023-04-13,61.67
2397,2409,2023-02-06,49.18
2398,341,2023-05-22,21.85
2399,2818,2023-02-06,191.97
2400,2011,2023-01-08,247.58
2401,2809,2023-08-19,48.77
2402,2497,2023-11-29,68.13
2403,1867,2023-10-23,43.98
2404,835,2023-04-17,50.97
2405,1204,2023-12-14,69.19
2406,1726,2023-01-18,34.56
2407,1690,2023-11-09,63.34
2408,311,2023-03-24,61.07
2409,262,2023-10-15,55.19
2410,1443,2023-07-13,47.64
2411,406,2023-08-03,214.65
2412,2191,2023-10-08,52.93
2413,342,2023-08-08,39.04
2414,1340,2023-10-16,51.5
2415,244,2023-12-10,61.66
2416,490,2023-07-13,44.25
2417,12,2023-06-07,45.11
2418,561,2023-04-14,49.11
2419,42,2023-02-03,62.74
2420,2726,2023-04-12,49.13
2421,594,2023-05-07,52.0
2422,1453,2023-08-02,39.32
2423,1827,2023-11-21,47.28
2424,1694,2023-10-23,58.9
2425,134,2023-06-28,58.44
2426,948,2023-03-21,215.02
2427,73,2023-05-21,59.44
2428,399,2023-01-31,57.38
2429,1429,2023-03-04,41.72
2430,2626,2023-02-17,43.87
2431,2907,2023-03-28,44.24
2432,130,2023-10-31,47.11
2433,2979,2023-03-02,47.26
2434,1812,2023-11-30,47.66
2435,2002,2023-10-01,59.97
2436,266,2023-10-11,154.16
2437,1561,2023-03-21,56.98
2438,1986,2023-06-29,39.68
2439,793,2023-09-29,58.4
2440,2301,2023-03-18,44.3
2441,2870,2023-08-09,199.73
2442,1313,2023-10-09,1819.81
2443,164,2023-01-28,186.28
2444,95,2023-12-27,48.52
2445,1806,2023-03-18,46.57
2446,2881,2023-06-13,33.18
2447,1134,2023-01-09,57.86
2448,2384,2023-06-24,76.25
2449,822,2023-11-03,44.98
2450,238,2023-03-17,50.13
2451,2429,2023-09-02,1327.54
2452,2947,2023-05-02,48.23
2453,2531,2023-07-04,63.07
2454,1961,2023-02-01,1342.1
2455,2950,2023-09-07,51.53
2456,1049,2023-02-26,41.73
2457,1677,2023-11-06,40.92
2458,2530,2023-05-24,50.83
2459,2965,2023-11-14,40.84
2460,964,2023-03-25,183.62
2461,537,2023-02-25,25.58
2462,1604,2023-10-06,54.25
2463,1980,2023-09-30,63.68
2464,128,2023-06-15,222.1
2465,92,2023-06-07,249.25
2466,543,2023-09-06,31.23
2467,846,2023-07-05,44.5
2468,1682,2023-03-19,184.08
2469,1852,2023-01-22,39.47
2470,2495,2023-04-18,45.94
2471,390,2023-09-30,66.39
2472,2720,2023-09-09,44.54
2473,1885,2023-01-15,53.94
2474,43,2023-10-31,63.85
2475,254,2023-06-09,44.82
2476,1084,2023-07-24,51.32
2477,2711,2023-04-23,40.99
2478,2515,2023-06-17,42.12
2479,2335,2023-12-19,162.5
2480,1541,2023-09-10,208.48
2481,1954,2023-07-05,39.32
2482,2826,2023-12-13,48.42
2483,2393,2023-08-15,59.95
2484,642,2023-01-16,36.55
2485,2430,2023-06-05,68.88
2486,690,2023-12-20,42.33
2487,1277,2023-04-21,189.99
2488,1951,2023-01-01,58.76
2489,1080,2023-02-10,1491.71
2490,1487,2023-02-17,56.07
2491,457,2023-04-18,36.78
2492,983,2023-06-10,1683.39
2493,2131,2023-06-10,39.41
2494,1123,2023-12-25,58.02
2495,149,2023-05-08,44.74
2496,1353,2023-07-29,53.38
2497,1180,2023-05-31,53.71
2498,190,2023-09-12,52.26
2499,883,2023-08-06,49.04
2500,2311,2023-01-30,56.21
2501,400,2023-02-14,47.63
2502,2812,2023-03-21,45.23
2503,609,2023-02-08,47.99
2504,1796,2023-08-28,37.91
2505,1639,2023-02-14,181.62
2506,1576,2023-03-19,60.26
2507,2833,2023-12-03,41.84
2508,2149,2023-12-15,39.29
2509,1383,2023-10-15,34.53
2510,1404,2023-10-07,44.75
2511,820,2023-04-26,54.29
2512,820,2023-09-26,59.91
2513,420,2023-12-01,53.81
2514,124,2023-11-08,23.99
2515,422,2023-02-22,44.18
2516,1509,2023-03-09,62.25
2517,1598,2023-07-01,1412.08
2518,768,2023-02-03,31.73
2519,2045,2023-10-11,48.86
2520,2531,2023-11-02,40.32
2521,2567,2023-09-06,196.13
2522,2203,2023-04-21,64.51
2523,2140,2023-04-04,1361.84
2524,1550,2023-06-28,35.37
2525,2503,2023-02-16,66.36
2526,1765,2023-10-09,43.06
2527,2045,2023-12-06,41.37
2528,2646,2023-12-28,41.76
2529,510,2023-04-02,43.57
2530,1207,2023-07-31,37.71
2531,386,2023-03-16,49.51
2532,1598,2023-07-21,50.31
2533,2453,2023-10-24,54.09
2534,2294,2023-11-04,242.56
2535,742,2023-07-30,219.78
2536,2709,2023-12-04,61.62
2537,2698,2023-05-14,71.96
2538,1912,2023-11-26,59.97
2539,1447,2023-03-07,51.3
2540,901,2023-10-07,58.36
2541,2113,2023-01-28,49.92
2542,2261,2023-04-27,49.62
2543,2010,2023-11-13,59.29
2544,242,2023-11-21,36.04
2545,2541,2023-04-24,46.9
2546,2386,2023-03-16,40.95
2547,2021,2023-07-21,188.88
2548,173,2023-02-28,41.3
2549,672,2023-01-15,33.38
2550,164,2023-08-19,54.82
2551,465,2023-04-15,49.25
2552,497,2023-06-14,33.87
2553,700,2023-07-18,34.26
2554,2443,2023-12-20,28.76
2555,703,2023-02-04,59.31
2556,1941,2023-06-11,229.56
2557,2356,2023-09-02,40.45
2558,1792,2023-10-14,31.74
2559,183,2023-01-19,59.27
2560,629,2023-10-07,230.54
2561,2558,2023-12-06,42.83
2562,1732,2023-12-14,198.06
2563,546,2023-07-01,63.34
2564,1588,2023-05-27,51.47
2565,624,2023-06-25,47.69
2566,594,2023-06-12,27.92
2567,744,2023-06-24,41.88
2568,1769,2023-02-16,46.6
2569,1460,2023-09-13,42.77
2570,1949,2023-06-23,180.28
2571,2602,2023-04-13,44.21
2572,2069,2023-05-01,52.26
2573,2602,2023-12-16,58.65
2574,2445,2023-05-25,182.17
2575,2673,2023-02-11,70.78
2576,105,2023-01-29,36.16
2577,2240,2023-09-30,52.51
2578,17,2023-01-14,33.88
2579,393,2023-11-02,1778.39
2580,425,2023-11-09,24.9
2581,2177,2023-07-08,42.68
2582,572,2023-12-26,49.88
2583,2077,2023-10-22,212.3
2584,1121,2023-07-02,57.36
2585,242,2023-12-18,63.58
2586,2280,2023-02-05,52.89
2587,789,2023-02-06,206.1
2588,715,2023-01-14,23.41
2589,759,2023-05-03,64.02
2590,2850,2023-03-24,55.63
2591,776,2023-06-08,237.78
2592,2774,2023-11-25,52.52
2593,2248,2023-04-12,139.77
2594,2993,2023-12-03,57.63
2595,79,2023-03-24,68.13
2596,856,2023-02-13,45.81
2597,2515,2023-03-09,32.15
2598,2629,2023-02-17,191.74
2599,1440,2023-02-26,52.15
2600,2988,2023-03-16,49.5
2601,2497,2023-01-22,2128.35
2602,2135,2023-05-12,55.87
2603,2149,2023-10-29,51.48
2604,1032,2023-09-24,74.12
2605,845,2023-10-14,34.92
2606,87,2023-04-30,55.2
2607,2091,2023-09-03,40.84
2608,408,2023-02-25,35.77
2609,2712,2023-02-07,41.16
2610,1669,2023-09-02,38.92
2611,148,2023-01-21,35.37
2612,2325,2023-04-20,44.96
2613,232,2023-04-04,58.21
2614,1951,2023-05-16,192.06
2615,366,2023-08-19,61.72
2616,1675,2023-01-08,61.14
2617,436,2023-11-24,36.79
2618,399,2023-10-17,49.94
2619,1235,2023-09-08,48.06
2620,1415,2023-12-27,40.1
2621,2547,2023-03-28,35.56
2622,2588,2023-07-23,56.95
2623,563,2023-08-07,43.57
2624,2490,2023-08-29,36.68
2625,1285,2023-11-16,45.35
2626,773,2023-09-15,55.12
2627,2398,2023-04-19,59.66
2628,2038,2023-09-13,52.55
2629,2568,2023-10-09,34.79
2630,1344,2023-08-08,42.0
2631,2186,2023-03-24,51.8
2632,1574,2023-04-17,42.74
2633,992,2023-03-10,55.89
2634,2416,2023-04-07,41.14
2635,1247,2023-07-31,42.09
2636,360,2023-10-13,140.29
2637,921,2023-08-25,54.63
2638,2377,2023-01-08,44.53
2639,2511,2023-10-21,64.3
2640,2994,2023-07-08,59.36
2641,963,2023-03-22,47.8
2642,1828,2023-04-18,41.97
2643,2884,2023-11-17,48.66
2644,1614,2023-03-08,50.3
2645,1641,2023-06-23,50.12
2646,2217,2023-12-12,47.81
2647,217,2023-12-17,48.94
2648,378,2023-11-24,71.94
2649,119,2023-02-12,36.74
2650,190,2023-07-06,35.94
2651,2815,2023-10-29,49.28
2652,370,2023-07-19,54.46
2653,1802,2023-02-08,46.11
2654,2197,2023-08-08,31.21
2655,652,2023-11-03,1383.07
2656,1883,2023-01-04,44.66
2657,1512,2023-05-01,48.61
2658,770,2023-12-02,48.97
2659,2422,2023-03-18,1922.5
2660,781,2023-06-28,44.08
2661,1717,2023-05-13,33.86
2662,2208,2023-11-07,52.05
2663,2399,2023-08-17,49.05
2664,1312,2023-10-03,1872.03
2665,2940,2023-06-01,61.2
2666,1250,2023-06-13,185.63
2667,523,2023-10-17,227.92
2668,522,2023-04-19,51.12
2669,783,2023-05-06,234.27
2670,2321,2023-08-28,58.26
2671,936,2023-11-06,68.04
2672,2231,2023-12-11,36.07
2673,1689,2023-05-26,48.92
2674,488,2023-09-09,185.16
2675,1851,2023-07-02,40.9
2676,846,2023-11-05,47.62
2677,2172,2023-11-02,52.7
2678,2838,2023-03-13,43.29
2679,2462,2023-08-07,43.65
2680,2004,2023-07-26,61.86
2681,1749,2023-06-22,33.06
2682,686,2023-05-21,40.63
2683,2161,2023-09-29,58.41
2684,2936,2023-08-02,47.88
2685,2170,2023-09-26,61.21
2686,1568,2023-01-20,52.67
2687,1246,2023-03-07,56.5
2688,39,2023-10-30,51.26
2689,2545,2023-05-27,39.71
2690,780,2023-06-14,57.22
2691,1257,2023-11-06,58.18
2692,2991,2023-01-06,43.97
2693,2197,2023-01-14,70.61
2694,2709,2023-05-12,49.46
2695,1928,2023-12-08,44.61
2696,302,2023-08-31,51.07
2697,2286,2023-08-19,35.29
2698,647,2023-08-16,178.85
2699,663,2023-06-11,37.15
2700,2284,2023-10-10,40.33
2701,1760,2023-09-20,233.83
2702,2251,2023-05-11,60.03
2703,256,2023-08-13,43.95
2704,598,2023-09-15,60.41
2705,662,2023-08-22,54.51
2706,235,2023-12-02,1030.52
2707,1369,2023-11-12,263.84
2708,2582,2023-01-24,182.43
2709,2908,2023-09-28,192.98
2710,770,2023-04-05,49.83
2711,2589,2023-05-22,30.37
2712,213,2023-07-01,58.88
2713,463,2023-07-25,55.43
2714,2484,2023-03-22,52.87
2715,283,2023-10-01,46.3
2716,1487,2023-10-03,68.18
2717,1431,2023-07-27,31.68
2718,88,2023-10-23,2200.97
2719,1068,2023-02-08,60.35
2720,461,2023-10-15,55.91
2721,2326,2023-05-04,50.15
2722,2469,2023-12-30,49.02
2723,1725,2023-10-10,57.32
2724,1377,2023-06-29,57.37
2725,2744,2023-04-07,64.34
2726,515,2023-07-10,34.1
2727,703,2023-03-15,55.43
2728,1654,2023-09-30,27.18
2729,2067,2023-02-18,57.47
2730,23,2023-12-03,248.63
2731,2461,2023-07-29,62.99
2732,1054,2023-04-26,50.34
2733,1831,2023-01-23,187.13
2734,2156,2023-04-08,44.13
2735,1305,2023-11-24,48.1
2736,1135,2023-11-09,52.34
2737,2184,2023-07-09,34.0
2738,362,2023-07-01,42.31
2739,2177,2023-05-28,54.31
2740,1900,2023-12-08,1086.93
2741,1285,2023-01-23,53.83
2742,515,2023-04-15,56.88
2743,449,2023-06-12,47.96
2744,1924,2023-03-08,39.34
2745,1507,2023-10-17,49.88
2746,1248,2023-10-16,42.75
2747,1856,2023-02-15,208.2
2748,874,2023-03-22,53.6
2749,2521,2023-05-27,58.65
2750,1429,2023-08-10,46.76
2751,2350,2023-12-09,57.68
2752,2279,2023-01-15,202.84
2753,1755,2023-05-01,32.64
2754,923,2023-03-19,47.19
2755,2985,2023-11-18,2184.26
2756,2160,2023-10-22,44.86
2757,1037,2023-08-29,232.1
2758,1417,2023-01-18,59.74
2759,2548,2023-09-13,64.78
2760,2980,2023-10-04,35.68
2761,2646,2023-01-27,1564.25
2762,2282,2023-01-02,189.51
2763,2650,2023-12-19,41.2
2764,314,2023-10-22,1597.6
2765,2614,2023-11-08,60.24
2766,2257,2023-12-29,63.77
2767,1998,2023-08-27,48.51
2768,1038,2023-01-13,55.48
2769,1657,2023-07-03,51.91
2770,2635,2023-07-13,52.9
2771,1779,2023-02-25,165.03
2772,1015,2023-08-18,231.53
2773,1094,2023-01-28,45.99
2774,1125,2023-11-16,39.7
2775,698,2023-03-12,65.64
2776,2180,2023-07-29,37.71
2777,1405,2023-07-03,52.23
2778,1156,2023-12-22,56.87
2779,1044,2023-02-10,51.6
2780,1930,2023-09-17,68.86
2781,2584,2023-12-10,63.25
2782,1014,2023-03-25,1312.27
2783,227,2023-02-15,44.03
2784,1829,2023-06-08,56.94
2785,1493,2023-12-10,42.15
2786,822,2023-01-07,75.04
2787,2024,2023-11-29,43.91
2788,871,2023-05-16,41.39
2789,2453,2023-07-02,52.96
2790,2250,2023-07-16,1803.21
2791,2086,2023-06-21,46.46
2792,2990,2023-12-15,143.05
2793,1796,2023-10-03,253.64
2794,188,2023-03-19,50.39
2795,1081,2023-06-27,44.83
2796,941,2023-01-27,263.55
2797,2321,2023-04-30,46.16
2798,2631,2023-10-08,32.01
2799,2564,2023-11-04,46.11
2800,526,2023-07-15,221.11
2801,336,2023-10-04,47.15
2802,2746,2023-01-18,47.87
2803,1079,2023-10-22,223.89
2804,2548,2023-09-28,53.15
2805,2948,2023-02-22,56.12
2806,2814,2023-10-21,58.51
2807,2584,2023-02-21,49.18
2808,162,2023-08-04,64.99
2809,594,2023-03-13,63.94
2810,1939,2023-01-28,43.89
2811,2207,2023-09-09,59.28
2812,60,2023-02-04,33.21
2813,2963,2023-07-20,33.64
2814,1902,2023-09-06,52.63
2815,2259,2023-04-09,35.1
2816,406,2023-11-04,44.47
2817,664,2023-05-20,46.07
2818,1133,2023-03-24,45.24
2819,1100,2023-02-17,66.98
2820,542,2023-10-05,55.95
2821,1338,2023-09-05,35.54
2822,998,2023-06-26,45.52
2823,1141,2023-02-21,57.73
2824,2975,2023-03-20,39.54
2825,868,2023-11-18,60.64
2826,2067,2023-03-05,37.4
2827,432,2023-01-08,60.78
2828,740,2023-08-02,35.1
2829,1374,2023-01-25,49.76
2830,183,2023-09-13,45.12
2831,2161,2023-08-31,47.9
2832,1207,2023-07-17,36.02
2833,2529,2023-04-04,40.4
2834,1170,2023-07-26,55.73
2835,831,2023-01-15,51.22
2836,1652,2023-06-27,150.3
2837,1137,2023-03-16,46.55
2838,2811,2023-04-14,53.58
2839,476,2023-10-21,165.66
2840,2811,2023-06-17,56.14
2841,1327,2023-04-25,41.52
2842,971,2023-02-08,54.93
2843,1020,2023-12-30,52.07
2844,1142,2023-09-30,48.63
2845,1837,2023-05-15,45.96
2846,161,2023-08-20,72.07
2847,2449,2023-02-08,37.61
2848,198,2023-10-18,56.34
2849,1284,2023-11-03,70.36
2850,660,2023-02-16,253.96
2851,1776,2023-02-05,64.96
2852,1071,2023-11-16,34.92
2853,2011,2023-04-05,40.23
2854,399,2023-12-27,69.8
2855,1734,2023-01-13,58.25
2856,1583,2023-05-26,211.16
2857,2126,2023-03-06,52.57
2858,2172,2023-08-16,46.4
2859,75,2023-08-30,61.67
2860,2185,2023-01-08,59.29
2861,602,2023-10-31,57.96
2862,837,2023-12-07,45.37
2863,1529,2023-02-12,53.1
2864,500,2023-09-01,57.6
2865,1597,2023-06-30,48.34
2866,138,2023-03-26,29.9
2867,2098,2023-06-04,285.08
2868,1795,2023-10-02,39.83
2869,973,2023-01-23,258.31
2870,1643,2023-04-25,47.19
2871,1886,2023-11-02,51.34
2872,2302,2023-10-26,39.36
2873,2029,2023-04-09,185.24
2874,2758,2023-04-14,47.62
2875,1901,2023-02-20,42.02
2876,2611,2023-12-28,41.71
2877,2805,2023-04-22,48.59
2878,1450,2023-09-01,1943.28
2879,547,2023-06-18,50.2
2880,922,2023-03-13,52.55
2881,581,2023-05-19,47.46
2882,1373,2023-12-02,41.72
2883,1957,2023-08-19,167.47
2884,2004,2023-08-27,56.06
2885,2097,2023-09-10,58.35
2886,2965,2023-02-18,50.48
2887,704,2023-10-30,45.48
2888,2309,2023-03-13,226.2
2889,2404,2023-09-20,208.67
2890,1626,2023-11-18,57.37
2891,638,2023-08-10,42.21
2892,2791,2023-03-18,46.42
2893,1010,2023-03-03,64.83
2894,2979,2023-06-06,42.95
2895,641,2023-10-21,52.76
2896,2840,2023-05-05,35.93
2897,2660,2023-08-17,40.89
2898,1862,2023-12-06,61.32
2899,2857,2023-06-10,52.91
2900,1206,2023-01-29,57.6
2901,686,2023-04-24,50.05
2902,1852,2023-03-20,39.96
2903,188,2023-01-23,32.13
2904,1620,2023-04-16,40.83
2905,1688,2023-05-11,57.16
2906,985,2023-12-23,42.06
2907,548,2023-06-22,187.8
2908,2773,2023-09-21,35.97
2909,2974,2023-12-08,256.39
2910,1432,2023-10-12,49.03
2911,876,2023-01-02,50.72
2912,618,2023-08-21,942.21
2913,2462,2023-09-08,60.25
2914,1366,2023-11-17,54.97
2915,1244,2023-04-18,41.02
2916,903,2023-10-03,38.32
2917,163,2023-06-29,43.31
2918,1975,2023-08-01,33.48
2919,270,2023-10-20,48.49
2920,632,2023-03-13,36.87
2921,906,2023-10-10,39.86
2922,2015,2023-06-24,172.01
2923,1642,2023-05-03,227.78
2924,205,2023-08-15,64.32
2925,582,2023-10-28,52.2
2926,1580,2023-03-24,1505.2
2927,841,2023-09-10,193.18
2928,1837,2023-05-26,217.14
2929,1252,2023-04-30,55.62
2930,1720,2023-03-06,145.63
2931,1643,2023-10-08,45.34
2932,2644,2023-10-10,62.58
2933,2298,2023-04-16,2032.75
2934,875,2023-10-27,41.29
2935,1465,2023-04-17,49.25
2936,2244,2023-02-05,44.31
2937,690,2023-05-27,54.56
2938,2011,2023-09-19,225.3
2939,2687,2023-06-08,969.12
2940,1423,2023-09-22,59.85
2941,2002,2023-07-21,43.72
2942,672,2023-06-04,53.06
2943,1172,2023-01-13,58.76
2944,1496,2023-10-24,27.4
2945,944,2023-11-18,37.73
2946,2247,2023-03-26,275.97
2947,1450,2023-10-07,176.87
2948,2540,2023-09-02,45.32
2949,896,2023-10-27,56.0
2950,2190,2023-12-28,63.52
2951,1337,2023-12-20,669.35
2952,165,2023-11-12,59.58
2953,2362,2023-01-09,53.8
2954,2069,2023-09-04,53.9
2955,1106,2023-11-08,47.31
2956,1754,2023-10-05,41.83
2957,2353,2023-08-26,44.09
2958,1939,2023-07-22,243.21
2959,371,2023-09-04,53.96
2960,1881,2023-08-23,54.88
2961,853,2023-03-22,46.7
2962,384,2023-12-22,56.19
2963,1932,2023-01-13,56.71
2964,2493,2023-11-23,60.55
2965,425,2023-01-16,56.77
2966,2209,2023-02-14,61.42
2967,629,2023-11-17,51.18
2968,895,2023-05-19,51.89
2969,2538,2023-11-22,164.97
2970,2375,2023-05-28,24.33
2971,598,2023-12-21,47.26
2972,2337,2023-08-24,36.33
2973,593,2023-07-10,49.28
2974,1688,2023-04-11,171.78
2975,573,2023-04-15,54.71
2976,2076,2023-09-07,46.72
2977,2091,2023-04-04,52.57
2978,1705,2023-08-08,49.66
2979,2471,2023-10-25,137.06
2980,177,2023-12-05,51.55
2981,529,2023-05-13,54.17
2982,1634,2023-12-27,55.62
2983,966,2023-06-04,33.19
2984,1518,2023-01-28,21.24
2985,198,2023-10-09,43.0
2986,2658,2023-04-26,68.68
2987,2890,2023-11-01,45.09
2988,853,2023-08-22,43.61
2989,1538,2023-01-01,40.76
2990,2070,2023-12-14,56.63
2991,1081,2023-08-28,44.65
2992,2890,2023-02-27,45.68
2993,98,2023-12-01,24.5
2994,1904,2023-07-02,31.31
2995,435,2023-12-03,53.27
2996,637,2023-01-26,61.88
2997,588,2023-03-18,43.49
2998,344,2023-08-05,212.41
2999,1318,2023-11-24,52.85
3000,1980,2023-11-21,55.37
3001,571,2023-09-19,52.66
3002,611,2023-01-23,63.21
3003,1728,2023-09-01,57.83
3004,2291,2023-06-07,1489.73
3005,1855,2023-07-25,1174.58
3006,2609,2023-11-06,152.92
3007,960,2023-03-28,38.06
3008,2080,2023-09-24,156.05
3009,2439,2023-05-14,42.34
3010,2325,2023-09-24,58.54
3011,532,2023-11-29,65.63
3012,1178,2023-09-25,207.14
3013,2431,2023-02-22,61.09
3014,1092,2023-04-09,37.44
3015,1902,2023-09-04,32.75
3016,884,2023-02-05,57.59
3017,2262,2023-01-28,151.44
3018,1679,2023-08-08,32.56
3019,2424,2023-04-12,30.16
3020,2792,2023-09-20,38.45
3021,2261,2023-09-28,47.45
3022,2127,2023-08-12,49.36
3023,1750,2023-05-19,57.72
3024,2676,2023-10-07,1319.83
3025,2652,2023-10-13,55.58
3026,782,2023-09-07,57.24
3027,2728,2023-11-18,237.35
3028,2106,2023-11-13,209.82
3029,881,2023-03-19,53.4
3030,447,2023-10-24,44.36
